 (88.074219+0.000000j), (-63.931336+0.219885j), (-40.936959-8.747681j), (47.932932-0.398922j), (-1.504166-11.071092j), (-7.410393+4.893614j), (-40.936959+8.747681j), (15.364901-4.554502j), (-11.294292+22.306659j), (8.473369+0.473195j), (-26.785043-11.457479j), (47.932932+0.398922j), (15.941640-4.411798j), (-63.931336-0.219885j), (3.081145+5.967349j), (15.364901+4.554502j)
 (121.746094+0.000000j), (-55.318852+9.145744j), (-42.887843+9.751797j), (32.391430+7.431717j), (-50.144909+17.667384j), (46.246575-11.625075j), (-42.887843-9.751797j), (5.006637+3.489165j), (2.108107+12.324460j), (-0.842255-10.106666j), (18.364382+7.591706j), (32.391430-7.431717j), (-21.328480+3.299625j), (-55.318852-9.145744j), (-1.581252+0.531724j), (5.006637-3.489165j)
 (108.554688+0.000000j), (-89.040416+0.021520j), (-29.764176-0.134165j), (21.449834+4.042759j), (-38.926559-6.216419j), (29.788969+3.365951j), (-29.764176+0.134165j), (30.464357+2.273514j), (0.972739-18.947521j), (25.323255+13.851208j), (-10.669405+9.203849j), (21.449834-4.042759j), (43.522320-4.188353j), (-89.040416-0.021520j), (-22.180455+2.427167j), (30.464357-2.273514j)
 (88.210938+0.000000j), (-63.978838+2.944080j), (-36.142286-2.042657j), (72.926393-4.895753j), (-17.903336-8.421980j), (14.637149+3.476208j), (-36.142286+2.042657j), (-7.150818-4.963855j), (39.134148+5.198927j), (-6.950942+4.787880j), (-69.202371-7.140678j), (72.926393+4.895753j), (15.967002+1.307859j), (-63.978838-2.944080j), (20.416947-2.459034j), (-7.150818+4.963855j)
 (114.355469+0.000000j), (-47.685041-7.288124j), (-88.591597+12.911616j), (21.847192-8.351674j), (37.700511+30.467666j), (-11.907728-3.050421j), (-88.591597-12.911616j), (40.532174+6.161741j), (-29.094154+24.906309j), (8.239228-36.423818j), (33.064936-6.509934j), (21.847192+8.351674j), (-21.654094-2.944139j), (-47.685041+7.288124j), (15.542926-3.455214j), (40.532174-6.161741j)
 (123.121094+0.000000j), (-51.434421-13.595576j), (-64.631578+4.541773j), (13.450677-18.828997j), (-0.551108+15.023975j), (28.390622-8.731959j), (-64.631578-4.541773j), (20.308325+6.686986j), (4.437006+12.544558j), (-1.023624-28.301408j), (27.787716-15.225181j), (13.450677+18.828997j), (-21.079478-26.921415j), (-51.434421+13.595576j), (6.696634+19.225399j), (20.308325-6.686986j)
 (68.359375+0.000000j), (-60.290815-2.613459j), (-33.246712+5.172306j), (42.649521+2.333297j), (-3.149987+12.505187j), (0.947433-11.004461j), (-33.246712-5.172306j), (19.177499+11.781498j), (-2.333277-3.686251j), (3.661163-6.572494j), (-41.903286+6.591247j), (42.649521-2.333297j), (39.989111-4.312772j), (-60.290815+2.613459j), (-6.825959+13.186655j), (19.177499-11.781498j)
 (86.417969+0.000000j), (-71.768894-7.845262j), (-28.642014-1.213832j), (19.772525+1.336669j), (-20.952836+9.308602j), (15.662574-14.456395j), (-28.642014+1.213832j), (24.481786+8.189687j), (-12.321499+14.659266j), (20.419548-10.150088j), (-6.651890-8.320332j), (19.772525-1.336669j), (36.680061-7.858276j), (-71.768894+7.845262j), (-7.394151+17.979112j), (24.481786-8.189687j)
 (142.984375+0.000000j), (-71.866942-3.071469j), (-57.626716+6.122847j), (45.146178+10.126264j), (-31.029445-4.689484j), (24.699358+11.723892j), (-57.626716-6.122847j), (-7.771092-8.350173j), (-56.122724-31.030984j), (37.045335+14.385548j), (27.233814+19.723447j), (45.146178-10.126264j), (-26.906729+11.209477j), (-71.866942+3.071469j), (36.459105-17.010950j), (-7.771092+8.350173j)
 (104.984375+0.000000j), (-83.939839-9.502867j), (-38.541228-1.795245j), (42.550608-1.018276j), (-22.976631-14.884618j), (15.231273+11.578235j), (-38.541228+1.795245j), (20.943125+2.212705j), (5.447116+5.888974j), (11.860098+7.132135j), (-24.212269-6.249570j), (42.550608+1.018276j), (37.591185-14.766242j), (-83.939839+9.502867j), (-7.848597+8.443286j), (20.943125-2.212705j)
 (72.429688+0.000000j), (-60.014710-1.984366j), (-31.643749-11.176093j), (34.611252+4.447446j), (-4.970518-16.702287j), (-2.939235+9.551313j), (-31.643749+11.176093j), (18.674076-9.101049j), (-14.140042+5.316653j), (11.643599+11.556644j), (-25.734600-7.464585j), (34.611252-4.447446j), (30.623956-3.521638j), (-60.014710+1.984366j), (-3.732494-1.869193j), (18.674076+9.101049j)
 (61.960938+0.000000j), (-60.055972+1.594344j), (-29.409034+0.615756j), (30.014440-2.774753j), (-5.567039-2.246894j), (7.396040+3.827726j), (-29.409034-0.615756j), (26.388406-1.424450j), (-3.773275+1.468567j), (4.285035+0.344972j), (-28.098958-4.555139j), (30.014440+2.774753j), (54.629047+2.712814j), (-60.055972-1.594344j), (-21.489946-2.894381j), (26.388406+1.424450j)
 (111.789062+0.000000j), (-78.689282+4.895452j), (-44.981748-2.957243j), (12.921272+11.057643j), (-18.132558-3.261132j), (3.222301-11.796022j), (-44.981748+2.957243j), (47.424613+3.688710j), (4.154556+9.436547j), (17.446882+7.488487j), (3.828965+10.717764j), (12.921272-11.057643j), (19.227526+1.078601j), (-78.689282-4.895452j), (-11.593840+5.758857j), (47.424613-3.688710j)
 (104.093750+0.000000j), (-60.180280+8.670059j), (-17.688081-7.684063j), (-3.723360-4.345629j), (-26.475559-9.852814j), (2.559923+15.056649j), (-17.688081+7.684063j), (32.220703-13.515764j), (16.074005-16.340489j), (2.344194+13.220754j), (-11.015573+3.009463j), (-3.723360+4.345629j), (2.777321+11.324068j), (-60.180280-8.670059j), (0.971860-15.683889j), (32.220703+13.515764j)
 (156.660156+0.000000j), (-57.397640-9.193915j), (-62.903293-1.245002j), (53.326342+7.820766j), (-30.023171-13.151598j), (8.946773-2.619759j), (-62.903293+1.245002j), (-18.064425+12.657952j), (-46.681768-34.629293j), (36.386137+29.082331j), (32.878786+30.691956j), (53.326342-7.820766j), (-39.531608-27.734525j), (-57.397640+9.193915j), (16.081851+6.122393j), (-18.064425-12.657952j)
 (68.570312+0.000000j), (-66.348489-1.868888j), (-25.254974-0.393192j), (22.533219+3.305455j), (-14.902727+2.965788j), (14.161681-4.585199j), (-25.254974+0.393192j), (26.377322+2.081881j), (-13.140056+0.094917j), (14.512454-1.342903j), (-18.790185+6.053594j), (22.533219-3.305455j), (60.028297-3.499435j), (-66.348489+1.868888j), (-25.520979+3.693315j), (26.377322-2.081881j)
 (79.582031+0.000000j), (-60.322452-1.644078j), (-37.338699-1.423192j), (10.116502-3.455814j), (0.155838-9.649000j), (-2.773670+9.743491j), (-37.338699+1.423192j), (50.853327+8.053455j), (11.602081+12.269024j), (-4.459287-2.564610j), (8.564401-18.050981j), (10.116502+3.455814j), (19.017234+8.691270j), (-60.322452+1.644078j), (-37.554404+17.233134j), (50.853327-8.053455j)
 (73.996094+0.000000j), (-63.286219-0.024912j), (-29.608997-1.224769j), (53.058340+3.432682j), (-12.668075+3.189206j), (9.669146-1.445130j), (-29.608997+1.224769j), (4.833073+0.737011j), (12.971990-0.828693j), (4.277703-2.400104j), (-62.068710+4.353587j), (53.058340-3.432682j), (37.551169+0.053125j), (-63.286219+0.024912j), (9.353893+1.332579j), (4.833073-0.737011j)
 (78.316406+0.000000j), (-56.172895-1.766459j), (-32.931953-17.479118j), (18.169397-2.508575j), (-10.298106-39.129143j), (-3.777248+29.893223j), (-32.931953+17.479118j), (24.735041-14.661998j), (-20.387543+5.250310j), (21.946208+18.306663j), (-4.885159-28.996843j), (18.169397+2.508575j), (15.735080+7.218256j), (-56.172895+1.766459j), (2.037937-7.262015j), (24.735041+14.661998j)
 (89.042969+0.000000j), (-63.310494-4.678773j), (-40.346121-6.534316j), (18.709112-10.285274j), (-1.590167-19.795635j), (-0.327961+10.505679j), (-40.346121+6.534316j), (28.944832+5.243820j), (-5.435296+21.901136j), (5.263952-1.178450j), (2.292734-37.267616j), (18.709112+10.285274j), (23.345835+3.584613j), (-63.310494+4.678773j), (0.782956+15.874959j), (28.944832-5.243820j)
 (57.738281+0.000000j), (-54.551852+4.827644j), (-25.598072+1.985678j), (21.841867-2.416853j), (-8.259107+8.337523j), (9.456339-7.890807j), (-25.598072-1.985678j), (27.408307-1.708440j), (-0.023938+6.441592j), (4.731321-7.700109j), (-17.178017-0.121550j), (21.841867+2.416853j), (45.848876+8.406651j), (-54.551852-4.827644j), (-26.507292-7.946434j), (27.408307+1.708440j)
 (99.191406+0.000000j), (-61.573646+2.302198j), (-46.071257-7.953761j), (25.882735-7.069889j), (-12.807363-26.933107j), (7.035959+17.634917j), (-46.071257+7.953761j), (23.981591-16.425821j), (-23.384730+32.297403j), (22.724406+9.604877j), (1.323945-19.115680j), (25.882735+7.069889j), (-0.044213-5.401090j), (-61.573646-2.302198j), (12.161679-13.541351j), (23.981591+16.425821j)
 (108.300781+0.000000j), (-87.021037-3.171801j), (-47.368915+4.170151j), (14.654454-0.685692j), (-18.427554+17.910611j), (-2.552572-11.874230j), (-47.368915-4.170151j), (56.969558-3.521094j), (-25.288124+15.012904j), (32.239776-16.179787j), (13.813483+7.202938j), (14.654454+0.685692j), (41.860626-8.463018j), (-87.021037+3.171801j), (-37.254636-16.353386j), (56.969558+3.521094j)
 (73.171875+0.000000j), (-57.857493+2.538528j), (-30.380572-2.082672j), (58.467840+1.425095j), (-14.004891+1.304816j), (11.343788+0.297353j), (-30.380572+2.082672j), (-0.710299-3.968352j), (27.026485+2.725845j), (-1.818226-3.489535j), (-62.532685+0.792720j), (58.467840-1.425095j), (24.263779+6.268650j), (-57.857493-2.538528j), (14.178000-4.512656j), (-0.710299+3.968352j)
 (64.027344+0.000000j), (-57.994640+0.867906j), (-25.213543+3.149698j), (41.368740-4.586139j), (-12.571328-1.674711j), (14.113654+1.320515j), (-25.213543-3.149698j), (6.717459+2.687883j), (6.014932-1.162027j), (5.097447+1.895787j), (-49.644351-6.473889j), (41.368740+4.586139j), (42.208780+0.768174j), (-57.994640-0.867906j), (8.107326+2.827030j), (6.717459-2.687883j)
 (98.718750+0.000000j), (-63.535803+1.513892j), (-43.891383-10.671333j), (30.874719-8.006939j), (-1.413536-41.436734j), (-0.624686+12.787016j), (-43.891383+10.671333j), (12.412988+1.424429j), (-23.131677+11.797010j), (15.193341+34.918442j), (0.448367-46.349053j), (30.874719+8.006939j), (11.264582+8.105195j), (-63.535803-1.513892j), (15.210261+6.889026j), (12.412988-1.424429j)
 (120.414062+0.000000j), (-83.829236+11.508586j), (-39.618752+15.458472j), (49.075280-13.873592j), (-29.697448+51.460799j), (31.257750-40.989978j), (-39.618752-15.458472j), (3.793328-0.452803j), (22.023991+16.604112j), (-2.126281-38.891812j), (-20.215444-8.483746j), (49.075280+13.873592j), (18.538840+18.700818j), (-83.829236-11.508586j), (13.348525-14.326747j), (3.793328+0.452803j)
 (149.007812+0.000000j), (-114.401881-3.166639j), (-49.852675-1.212359j), (51.382501-2.758523j), (-42.219206+4.442240j), (27.860067-3.504171j), (-49.852675+1.212359j), (27.304478+0.282546j), (8.076752+12.826945j), (23.302577-8.726017j), (-23.461731-7.190936j), (51.382501+2.758523j), (39.468574-5.982780j), (-114.401881+3.166639j), (-8.005378+4.882340j), (27.304478-0.282546j)
 (167.035156+0.000000j), (-89.317363-13.519754j), (-52.513668-1.281899j), (46.255280+19.880090j), (-52.218515+13.514978j), (2.869534-12.022352j), (-52.513668+1.281899j), (14.166917+35.897871j), (-18.064076-16.115126j), (51.618469+17.563303j), (18.662011-3.652089j), (46.255280-19.880090j), (-13.946185-6.656567j), (-89.317363+13.519754j), (-4.057480+13.500656j), (14.166917-35.897871j)
 (119.402344+0.000000j), (-73.807366+6.548075j), (-35.429188-0.285020j), (66.062595-5.850096j), (-32.131472-11.885575j), (20.095311+5.366917j), (-35.429188+0.285020j), (-13.195743-16.469840j), (8.949629-3.765869j), (2.976473+4.215394j), (-23.653745-5.975533j), (66.062595+5.850096j), (13.059169+18.866777j), (-73.807366-6.548075j), (3.545456-15.150137j), (-13.195743+16.469840j)
 (63.523438+0.000000j), (-56.292617-2.105331j), (-24.005046-1.368790j), (42.500478+3.750730j), (-13.365451+1.672261j), (12.358156-0.022630j), (-24.005046+1.368790j), (4.206812-1.444015j), (6.733004+1.799775j), (6.345233-2.926171j), (-51.728685+7.274976j), (42.500478-3.750730j), (38.091224-1.909557j), (-56.292617+2.105331j), (9.225438-2.916498j), (4.206812+1.444015j)
 (59.558594+0.000000j), (-54.370303+5.552385j), (-25.591734-0.963115j), (38.913122-0.405301j), (-8.638609+5.826702j), (9.256426-8.363288j), (-25.591734+0.963115j), (10.607367+1.336709j), (5.109206-0.912445j), (3.373613-1.933221j), (-45.783801-4.826152j), (38.913122+0.405301j), (40.800844+8.212103j), (-54.370303-5.552385j), (1.136111+5.714106j), (10.607367-1.336709j)
 (158.906250+0.000000j), (-96.757673+12.326506j), (-27.392171+10.332105j), (22.265355-26.248134j), (-70.632488+21.159440j), (49.849015-16.517219j), (-27.392171-10.332105j), (25.925959-6.144871j), (44.154556+26.181948j), (6.725732-24.548934j), (-39.979902-27.836404j), (22.265355+26.248134j), (6.412498+15.260250j), (-96.757673-12.326506j), (12.335650-4.701657j), (25.925959+6.144871j)
 (64.761719+0.000000j), (-41.976534+4.521968j), (-24.487473-7.580006j), (-2.056064-6.555630j), (-11.284866-18.193391j), (5.734931+9.511238j), (-24.487473+7.580006j), (20.950880+0.077358j), (-9.382743+14.426213j), (19.891232+2.096137j), (19.024108-34.326411j), (-2.056064+6.555630j), (7.645931+25.782462j), (-41.976534-4.521968j), (2.924211+0.143709j), (20.950880-0.077358j)
 (76.992188+0.000000j), (-53.037216+6.545736j), (-34.878516-3.852533j), (6.876493-1.796664j), (-6.334061-12.278415j), (-2.010537-1.146787j), (-34.878516+3.852533j), (30.911274+3.329636j), (-14.298596-6.646703j), (19.290356+12.795894j), (20.367408-16.926543j), (6.876493+1.796664j), (9.482315+19.916230j), (-53.037216-6.545736j), (-3.562953+5.680673j), (30.911274-3.329636j)
 (102.996094+0.000000j), (-37.518562+9.737496j), (-52.540159-4.536735j), (1.293950-10.676900j), (-4.002598+4.379052j), (4.622962-25.218171j), (-52.540159+4.536735j), (28.751392+15.922973j), (-0.961670+16.973219j), (11.771903-1.524258j), (50.033969-34.766720j), (1.293950+10.676900j), (-48.006209+15.806707j), (-37.518562-9.737496j), (6.867803+19.836400j), (28.751392-15.922973j)
 (79.292969+0.000000j), (-55.061631-7.016756j), (-46.182244+4.305725j), (58.598836-0.825429j), (5.263221+2.765818j), (1.743493-7.950697j), (-46.182244-4.305725j), (12.804097+13.370879j), (15.448744+2.231132j), (-16.609127+5.443281j), (-32.401173-3.859775j), (58.598836+0.825429j), (10.038535-14.013530j), (-55.061631+7.016756j), (5.220020+13.910500j), (12.804097-13.370879j)
 (148.761719+0.000000j), (-96.862831-7.977430j), (-63.796332+10.779971j), (18.355655-3.681431j), (-32.977257+56.349388j), (15.247044-16.660066j), (-63.796332-10.779971j), (66.102299-13.361236j), (17.155925-12.678387j), (20.022867-27.663936j), (-12.611457+22.926419j), (18.355655+3.681431j), (27.601155-27.083985j), (-96.862831+7.977430j), (-18.510722-10.015394j), (66.102299+13.361236j)
 (149.914062+0.000000j), (-85.937430+21.979688j), (-41.692716-4.485614j), (72.078017-0.550837j), (-42.658307-0.765878j), (4.750508+15.113187j), (-41.692716+4.485614j), (-13.324501-30.975382j), (-10.121092-14.627925j), (27.842259-6.094630j), (-19.165446-7.652774j), (72.078017+0.550837j), (5.455223+35.607503j), (-85.937430-21.979688j), (6.041233-21.105863j), (-13.324501+30.975382j)
 (173.242188+0.000000j), (-65.123047-3.174277j), (-65.638107+12.806051j), (62.217825+3.365874j), (-46.363489+4.388404j), (23.518207+3.829264j), (-65.638107-12.806051j), (-28.357646-0.967899j), (-54.738327-36.535619j), (36.890070+8.697599j), (37.714264+26.635632j), (62.217825-3.365874j), (-43.114361-7.447747j), (-65.123047+3.174277j), (21.407975-1.955014j), (-28.357646+0.967899j)
 (128.367188+0.000000j), (-88.347142-9.685010j), (-62.684405+10.404467j), (34.197084+9.922632j), (9.812850+44.608374j), (-7.625886-18.598588j), (-62.684405-10.404467j), (34.594645+8.683694j), (-34.426105+8.075994j), (11.389793-36.319701j), (15.432540+32.909826j), (34.197084-9.922632j), (16.566021-14.367751j), (-88.347142+9.685010j), (10.257844-0.148601j), (34.594645-8.683694j)
 (137.710938+0.000000j), (-68.950587-12.142998j), (-51.289569-10.746985j), (41.040665+13.599126j), (-37.910515-18.963352j), (30.424984+17.274973j), (-51.289569+10.746985j), (-11.186372-10.645746j), (-33.860235-10.605393j), (36.460004+7.692201j), (21.943135+22.448017j), (41.040665-13.599126j), (-35.888291-17.030456j), (-68.950587+12.142998j), (47.153123-0.207517j), (-11.186372+10.645746j)
 (84.519531+0.000000j), (-69.056844+9.030437j), (-20.002447+1.479727j), (19.809102-5.895259j), (-32.381949-6.901752j), (8.328026+10.463399j), (-20.002447-1.479727j), (14.858797-11.494579j), (-28.533301-12.904292j), (40.439905+6.785984j), (-12.404227-1.255680j), (19.809102+5.895259j), (34.442298+15.746051j), (-69.056844-9.030437j), (-9.492321-22.000676j), (14.858797+11.494579j)
 (54.718750+0.000000j), (-31.771957-6.727675j), (-44.453389+2.101887j), (19.591010+2.828226j), (20.791370+9.131856j), (-17.198710+1.702690j), (-44.453389-2.101887j), (30.247139+2.790839j), (5.160895+1.180897j), (-2.194566-9.567734j), (-5.145146+10.787892j), (19.591010-2.828226j), (5.776669-14.912259j), (-31.771957+6.727675j), (-2.966041+8.843986j), (30.247139-2.790839j)
 (111.031250+0.000000j), (-64.657260-5.665933j), (-62.846109+1.457707j), (38.710588+27.888042j), (-7.810760+36.844139j), (10.204929-15.197483j), (-62.846109-1.457707j), (28.427705-11.117137j), (4.977754-30.527973j), (2.219265+4.168487j), (-8.054392+37.307160j), (38.710588-27.888042j), (9.982344-1.054090j), (-64.657260+5.665933j), (3.186310-26.391510j), (28.427705+11.117137j)
 (120.144531+0.000000j), (-85.401121+0.430533j), (-60.479338-7.881407j), (33.436774-5.687398j), (6.868986-27.981434j), (0.171141+7.684816j), (-60.479338+7.881407j), (36.656919+3.191363j), (-17.261540+9.705022j), (4.995265+17.544914j), (8.538363-37.013750j), (33.436774+5.687398j), (22.988127+12.833038j), (-85.401121-0.430533j), (7.934281+11.064944j), (36.656919-3.191363j)
 (36.300781+0.000000j), (-34.513759+1.239399j), (-11.658685-0.787914j), (19.323896+0.793502j), (-9.078387+1.117304j), (8.274182-1.097802j), (-11.658685+0.787914j), (4.025341-0.190703j), (-4.409250+0.147878j), (7.804672-0.724741j), (-25.617871+0.172274j), (19.323896-0.793502j), (29.531465+2.059593j), (-34.513759-1.239399j), (2.287069+0.745546j), (4.025341+0.190703j)
 (125.382812+0.000000j), (-69.359164-0.335565j), (-20.961438-11.053396j), (37.750949-15.086816j), (-50.923821-25.789687j), (9.831517-0.330638j), (-20.961438+11.053396j), (7.337453-23.198435j), (9.521270+21.400227j), (36.738979-5.212286j), (-6.436978-30.709915j), (37.750949+15.086816j), (2.238209+18.770491j), (-69.359164+0.335565j), (-14.538315+9.469866j), (7.337453+23.198435j)
 (94.464844+0.000000j), (-58.838711+3.408096j), (-21.560060-4.172334j), (7.009849+8.019848j), (-32.145408-13.615436j), (-11.628983+4.143554j), (-21.560060+4.172334j), (19.774370-0.195405j), (-18.100922-14.112352j), (44.921404+20.366892j), (16.110779+7.612104j), (7.009849-8.019848j), (-1.892157+3.603276j), (-58.838711-3.408096j), (-11.805313-2.591162j), (19.774370+0.195405j)
 (116.082031+0.000000j), (-84.184879-5.886524j), (-32.278370+2.132654j), (28.758756-10.450999j), (-28.086692-5.857691j), (6.729588-1.276847j), (-32.278370-2.132654j), (22.991081-5.107655j), (0.655249+2.100544j), (23.597696+0.331005j), (-11.262660-13.455267j), (28.758756+10.450999j), (21.510919+1.780621j), (-84.184879+5.886524j), (-11.012610-4.326732j), (22.991081+5.107655j)
 (98.925781+0.000000j), (-84.377553-2.917970j), (-32.974587-7.851029j), (46.158914+4.942545j), (-27.439521-9.672859j), (22.134657+3.575136j), (-32.974587+7.851029j), (11.245199-0.006898j), (-8.864919+1.681980j), (21.509331+8.712885j), (-41.359012-4.617020j), (46.158914-4.942545j), (49.450887-9.706503j), (-84.377553+2.917970j), (5.830313+13.494061j), (11.245199+0.006898j)
 (75.144531+0.000000j), (-57.594304-3.262511j), (-39.064265-6.336012j), (13.621465+9.298775j), (7.885280-19.901489j), (-8.235235+10.651712j), (-39.064265+6.336012j), (42.861618+6.193157j), (3.494134+0.747775j), (-1.625259+14.399435j), (8.575377-4.162019j), (13.621465-9.298775j), (22.987283+10.492346j), (-57.594304+3.262511j), (-25.927758+6.318492j), (42.861618-6.193157j)
 (95.542969+0.000000j), (-64.979342-0.448786j), (-44.668491+12.763681j), (16.703116-17.295644j), (-5.227225+20.941449j), (11.434616-6.167910j), (-44.668491-12.763681j), (27.834983+2.758536j), (-29.122686+22.032136j), (15.868357-31.088985j), (26.750019-2.884394j), (16.703116+17.295644j), (8.988589-13.841134j), (-64.979342+0.448786j), (4.347275+3.917440j), (27.834983-2.758536j)
 (103.128906+0.000000j), (-70.106205+0.348988j), (-32.282092-8.174651j), (17.927601-28.893369j), (-30.742761-24.837648j), (12.806081+33.923525j), (-32.282092+8.174651j), (20.938966-16.956145j), (-25.862128+30.884934j), (32.920005-14.214478j), (-8.590016-51.540261j), (17.927601+28.893369j), (15.035824+9.273016j), (-70.106205-0.348988j), (10.919664-11.639511j), (20.938966+16.956145j)
 (69.566406+0.000000j), (-52.535781-3.117073j), (-13.375007-6.451621j), (26.622677-2.021409j), (-17.222661-3.419538j), (3.735690-3.116603j), (-13.375007+6.451621j), (4.563702-12.344109j), (2.690782+8.134043j), (14.724177-2.856674j), (-23.074780-9.366336j), (26.622677+2.021409j), (22.371520+3.160585j), (-52.535781+3.117073j), (-8.390925-3.296185j), (4.563702+12.344109j)
 (138.941406+0.000000j), (-69.524537-0.623516j), (-77.518420-5.385665j), (29.379964-0.378200j), (7.444865+1.280133j), (1.635167-28.829943j), (-77.518420+5.385665j), (39.569701+27.576680j), (-12.792322+18.680078j), (3.472521+14.363002j), (45.784008-45.384375j), (29.379964+0.378200j), (-26.978013+13.778980j), (-69.524537+0.623516j), (-2.753008+33.130450j), (39.569701-27.576680j)
 (103.121094+0.000000j), (-66.192292+1.667743j), (-25.867666+9.668027j), (30.159246-16.755455j), (-49.093414+24.867008j), (27.341132-4.069646j), (-25.867666-9.668027j), (1.924637-13.539332j), (8.235795+40.543297j), (28.217811-42.164262j), (-14.329217-11.207303j), (30.159246+16.755455j), (1.286030+5.487527j), (-66.192292-1.667743j), (18.522694-22.245641j), (1.924637+13.539332j)
 (41.929688+0.000000j), (-36.583168+3.495471j), (-13.917089-0.754666j), (27.782191+0.344436j), (-8.930525+0.653318j), (6.225670-1.086082j), (-13.917089+0.754666j), (1.136523+3.282966j), (4.480746-6.302000j), (5.634494+3.269942j), (-35.283040-4.135213j), (27.782191-0.344436j), (23.982740+2.477652j), (-36.583168-3.495471j), (5.352717+7.519708j), (1.136523-3.282966j)
 (89.859375+0.000000j), (-58.532226+4.866889j), (-19.122850+4.246103j), (-6.376049-14.611910j), (-35.258107+13.524232j), (40.855558+12.255721j), (-19.122850-4.246103j), (28.524024-14.382964j), (7.848207-11.146219j), (12.309272-11.373562j), (11.422038+0.074188j), (-6.376049+14.611910j), (6.763035+4.296351j), (-58.532226-4.866889j), (-6.365350-19.165999j), (28.524024+14.382964j)
 (123.429688+0.000000j), (-88.237586+5.624827j), (-38.690948+9.567766j), (21.155396-5.625588j), (-43.402671+2.330258j), (40.455324+0.479074j), (-38.690948-9.567766j), (16.721290-1.305227j), (-35.019068-14.007115j), (42.748758+2.905095j), (15.635811+15.817633j), (21.155396+5.625588j), (17.020799-3.475629j), (-88.237586-5.624827j), (20.084032-6.251886j), (16.721290+1.305227j)
 (118.761719+0.000000j), (-71.892433+7.480787j), (-37.614128-5.837422j), (20.691933+3.740820j), (-33.976468+3.321506j), (29.668817-3.277731j), (-37.614128+5.837422j), (1.386395-7.971628j), (-41.606459-7.675951j), (38.708996-0.220129j), (28.241407+12.238026j), (20.691933-3.740820j), (-12.642643-1.648370j), (-71.892433-7.480787j), (34.711430+0.719593j), (1.386395+7.971628j)
 (146.226562+0.000000j), (-76.905276+1.349552j), (-46.116016-6.476705j), (51.854323+11.301602j), (-43.378590-19.818256j), (-0.790586+27.616262j), (-46.116016+6.476705j), (1.333443-22.641855j), (-40.265270-19.273254j), (47.594666+19.469738j), (13.359072+0.536439j), (51.854323-11.301602j), (-6.711807+16.768180j), (-76.905276-1.349552j), (-5.711342-20.814145j), (1.333443+22.641855j)
 (132.222656+0.000000j), (-64.218983-3.757484j), (-70.608665-9.224720j), (57.299017-4.210758j), (-2.126850-10.072313j), (20.498919-14.425131j), (-70.608665+9.224720j), (-3.205028+6.471211j), (-37.285716+32.552805j), (10.676716+0.769863j), (2.404884-19.380883j), (57.299017+4.210758j), (-20.880495-10.067158j), (-64.218983+3.757484j), (35.962668+13.247207j), (-3.205028-6.471211j)
 (110.527344+0.000000j), (-64.669587-7.640338j), (-34.845647-6.717666j), (47.472978+2.443604j), (-41.827434-21.845121j), (-8.270965+16.879946j), (-34.845647+6.717666j), (9.797667-4.907886j), (-19.761054+8.165351j), (39.481440+11.879945j), (-1.705070-7.547952j), (47.472978-2.443604j), (8.481187-2.746275j), (-64.669587+7.640338j), (-22.481852-4.788651j), (9.797667+4.907886j)
 (73.214844+0.000000j), (-58.371137-0.492042j), (-42.152476-8.480296j), (46.038183+2.357960j), (8.792542-20.649778j), (-6.740496+13.879572j), (-42.152476+8.480296j), (21.724629-5.605867j), (1.414487+1.905323j), (-6.363236+14.157063j), (-32.852832-6.967191j), (46.038183-2.357960j), (24.774432-4.065824j), (-58.371137+0.492042j), (0.936832+4.418832j), (21.724629+5.605867j)
 (65.070312+0.000000j), (-61.845743+1.500926j), (-25.755303+1.892073j), (16.078345-1.216650j), (-11.756825+2.966084j), (11.145222-5.379066j), (-25.755303-1.892073j), (34.198103+1.113348j), (-5.793410-2.628976j), (9.746090+0.041396j), (-7.383267+0.643608j), (16.078345+1.216650j), (52.945740+2.234303j), (-61.845743-1.500926j), (-39.270483-0.777683j), (34.198103-1.113348j)
 (120.347656+0.000000j), (-78.787401-3.794875j), (-61.124298+7.904074j), (16.597226+3.089685j), (3.786931+22.138664j), (-2.573004-15.717498j), (-61.124298-7.904074j), (47.511048+4.615661j), (-15.218701+0.384131j), (11.492295-11.722277j), (30.734268+19.882868j), (16.597226-3.089685j), (3.629510-14.199388j), (-78.787401+3.794875j), (5.294650+2.409079j), (47.511048-4.615661j)
 (87.269531+0.000000j), (-73.507484+3.368930j), (-38.573807+14.284919j), (31.492069-3.000532j), (-5.628010+33.817536j), (-3.070746-29.043662j), (-38.573807-14.284919j), (30.996166+14.206407j), (-20.241846+0.073596j), (15.412991-21.679964j), (-17.150413+15.442713j), (31.492069+3.000532j), (41.040443+2.280135j), (-73.507484-3.368930j), (-11.853384+8.008576j), (30.996166-14.206407j)
 (150.136719+0.000000j), (-93.700101+0.303869j), (-32.405094+13.990885j), (35.177354+3.877663j), (-65.770314+25.992279j), (33.262973-14.893840j), (-32.405094-13.990885j), (1.659526-3.889915j), (29.420692-12.266321j), (37.523860-5.703098j), (-30.700829+22.902346j), (35.177354-3.877663j), (8.104304-4.421616j), (-93.700101-0.303869j), (24.276736-14.372350j), (1.659526+3.889915j)
